"AUD","HUF","JPY","NOK","SEK","GBP"
1.6037,264.02,159.27,7.8615,9.3136,0.7527
1.6079,264.41,158.76,7.8895,9.304,0.7548
1.6017,262.78,159.71,7.881,9.3154,0.7537
1.6048,259.2,160.45,7.8845,9.3005,0.7536
1.6021,257.98,159.95,7.854,9.3356,0.7576
1.6038,260.22,160.57,7.8665,9.3686,0.7613
1.6226,264.15,158.03,7.914,9.3948,0.7652
1.6274,264.43,156.79,7.925,9.3655,0.766
1.6304,263.27,156.78,7.8535,9.361,0.7656
1.6405,263.01,157.65,7.8565,9.3627,0.7685
1.6351,263.18,158.55,7.834,9.3581,0.7638
1.6481,264.88,157.47,7.9145,9.3911,0.7647
1.6601,263.47,156.87,7.8855,9.3918,0.7605
1.6603,260.69,158.37,7.878,9.3765,0.7645
1.6654,259.3,158.45,7.8905,9.3978,0.7666
1.6616,259.81,156.45,7.9005,9.451,0.7658
1.6531,257.07,157.07,7.9885,9.4361,0.7675
1.7102,260.54,152.5,8.057,9.473,0.7857
1.6974,257.51,154.42,8.0675,9.455,0.7817
1.6841,256.86,156.16,8.0448,9.4241,0.7859
1.7087,258.19,153.2,8.1178,9.4121,0.7783
1.7036,256.49,155.9,8.0865,9.419,0.7811
1.7043,256.94,155.89,8.0475,9.3964,0.7881
1.7088,256.05,157.53,8.017,9.3937,0.7829
1.7171,257.73,157.86,8.0475,9.3769,0.7908
1.7334,259.43,157.37,8.051,9.397,0.7958
1.7215,258.55,157.55,8.072,9.3945,0.7888
1.7145,256.97,159.4,8.065,9.3697,0.7885
1.7065,257.44,159.75,8.003,9.342,0.7832
1.711,257.25,160.88,7.998,9.368,0.7855
1.6977,254.05,161.13,7.9685,9.3687,0.7894
1.6968,253.8,160.75,7.9565,9.361,0.7974
1.6941,253.3,161.36,7.941,9.3622,0.7977
1.702,253.53,159.18,7.927,9.386,0.8011
1.7024,252.73,159.83,7.9415,9.412,0.8017
1.7158,252.39,159.38,7.9445,9.406,0.7986
1.7121,252.17,159.87,7.9105,9.419,0.8049
1.7069,254.26,161.41,7.8985,9.4038,0.8061
1.6935,253.35,162.74,7.9105,9.3845,0.8017
1.6882,253.16,163.99,7.951,9.394,0.7907
1.6873,252.47,164.43,7.9445,9.3805,0.8007
1.6851,251.73,164.43,7.923,9.3605,0.7998
1.6755,251.7,164.3,7.925,9.3185,0.8035
1.6689,252.26,163.07,7.9595,9.302,0.798
1.6744,252.9,163.01,8.024,9.338,0.7861
1.6666,252.28,163.55,7.9655,9.3514,0.7847
1.671,252.93,161.73,7.98,9.3578,0.789
1.6614,253.32,162.62,7.974,9.3575,0.7902
1.6554,251.93,161.94,7.926,9.3555,0.779
1.6424,252.14,162.73,7.915,9.3485,0.7852
1.6448,252.04,162.25,7.869,9.336,0.7881
1.6312,252.03,162.55,7.8545,9.2953,0.7886
1.6312,253.05,160.15,7.874,9.302,0.7851
1.6466,252.87,158.81,7.844,9.2904,0.7938
1.6374,250.73,160.42,7.8413,9.2873,0.7889
1.6408,250.1,160.71,7.846,9.294,0.7938
1.6558,249.96,162.48,7.844,9.3078,0.7951
1.6541,249.66,162.61,7.859,9.322,0.7972
1.632,246.98,162.29,7.856,9.337,0.7958
1.6325,246.23,162.04,7.7885,9.2875,0.7976
1.6294,245.67,162.84,7.819,9.279,0.7964
1.6346,243.27,162.82,7.855,9.2993,0.8015
1.64,245.45,162.71,7.8545,9.3045,0.7941
1.6376,244.97,162.97,7.901,9.3024,0.7944
1.642,243.93,162.97,7.8895,9.309,0.7965
1.6371,244.03,163.65,7.876,9.2845,0.797
1.6339,243.79,164.07,7.8655,9.322,0.7932
1.6214,241.32,163.76,7.876,9.33,0.7866
1.6212,241.33,163.74,7.908,9.328,0.786
1.6243,241.06,162.64,7.9425,9.3454,0.7915
1.6272,241.48,163,7.9615,9.3408,0.7911
1.61,242.7,161.82,7.9755,9.3448,0.7902
1.6169,241.86,163.46,7.968,9.3118,0.7897
1.626,245.43,165.75,7.9415,9.3338,0.7971
1.6414,247.2,166.76,7.937,9.348,0.7974
1.6335,247.66,165.77,7.969,9.3145,0.7934
1.6376,247.01,166.37,7.99,9.3571,0.7914
1.6495,246.78,166.08,8.0375,9.3805,0.7912
1.6394,247.5,166.05,8.05,9.365,0.7884
1.6434,247.23,167.26,8.031,9.3458,0.7873
1.6472,246.34,167.59,8.0235,9.3581,0.7944
1.6461,243.44,167.62,8.0405,9.3838,0.7933
1.6344,240.45,166.94,8.0365,9.403,0.7863
1.6352,238.55,167.83,8.0435,9.398,0.7896
1.6305,239.51,167.46,8.013,9.3931,0.7915
1.6326,239.16,168,7.9745,9.4026,0.791
1.6308,236.96,168.4,7.9405,9.4128,0.7907
1.6389,236.71,169.23,7.959,9.4162,0.792
1.6383,238.38,167.08,7.979,9.4263,0.7924
1.6371,235.43,166.44,8.009,9.4703,0.7923
1.6519,235.96,166.57,8.004,9.4578,0.7909
1.6438,236.3,168.41,8.04,9.4538,0.7952
1.6509,236.74,168.62,8.0475,9.4538,0.7992
1.628,233.81,167.31,7.986,9.3935,0.7908
1.6363,232.92,168.47,7.9855,9.4065,0.7963
1.6476,231.06,167.96,8.0135,9.4185,0.7944
1.6502,230.49,168.87,8.048,9.4484,0.7965
1.6357,230.6,168.5,8.0605,9.44,0.7956
1.6423,231.51,168.35,8.0605,9.4795,0.7992
1.6369,230.21,169.24,8.0525,9.4674,0.7975
1.628,232.76,167.48,8.037,9.4932,0.7955
1.627,232.37,165.66,8.066,9.5163,0.794
1.6246,230.13,167.43,8.064,9.4778,0.7914
1.6288,228.16,169.03,8.059,9.4496,0.7932
1.626,229.36,169.65,8.0585,9.4539,0.7946
1.6284,229.07,169.26,8.0555,9.4763,0.7935
1.633,232.1,169.75,8.09,9.47,0.7872
1.6319,232.3,168.92,8.1,9.4665,0.789
1.6438,231.35,168.77,8.0815,9.461,0.7888
1.6466,230.87,169.63,8.075,9.4538,0.7925
1.6454,230.76,169.33,8.0725,9.45,0.7897
1.6468,231.72,168.2,8.043,9.449,0.7867
1.6545,231.26,169.02,8.0205,9.4649,0.789
1.6662,233.76,167.44,7.996,9.4451,0.7879
1.6697,233.74,168.39,7.9995,9.456,0.7916
1.689,235.13,167.06,8.0315,9.4622,0.7929
1.692,236.28,168.16,8.028,9.4458,0.7921
1.6986,234.2,169.16,7.997,9.4127,0.7925
1.6885,236.08,165.61,7.9915,9.3945,0.7841
1.685,236.71,164.73,7.9975,9.3977,0.7816
1.7048,236.47,163.97,8.012,9.3889,0.7844
1.712,237.14,162.05,7.996,9.3771,0.7942
1.701,237.28,163.36,8.006,9.3838,0.7953
1.7031,239.45,162.7,7.9665,9.355,0.7907
1.6837,236.82,162.2,7.974,9.3475,0.7881
1.6931,235.78,161.11,7.9525,9.36,0.7885
1.6924,234.66,162.22,7.956,9.3895,0.7932
1.7011,233.88,160.35,7.945,9.3825,0.7936
1.702,233.68,162.55,7.9335,9.3777,0.7966
1.7021,233.93,162.32,7.933,9.351,0.7966
1.712,236.6,160.19,7.9155,9.3755,0.7953
1.7114,235.71,160.98,7.926,9.3877,0.7997
1.7045,238.56,161.44,7.917,9.438,0.8047
1.7066,237.68,160.22,7.9435,9.4381,0.805
1.7136,237.7,157.72,7.9635,9.4608,0.8116
1.7394,238.24,158.01,8.0065,9.462,0.8129
1.7343,238.85,156.75,8.011,9.4661,0.8133
1.7328,238.73,156.76,8.022,9.4839,0.813
1.7608,241.95,151.54,8.0065,9.4789,0.8093
1.7346,241.1,154.42,7.9975,9.4591,0.8072
1.7387,239.23,152.9,8.033,9.4684,0.803
1.7541,241.39,150.52,8.06,9.5115,0.802
1.7524,241.16,148.69,8.097,9.5135,0.7941
1.7442,239.6,150.91,8.1165,9.5173,0.7962
1.7544,240.92,149.87,8.183,9.5519,0.794
1.7958,243.3,148.07,8.246,9.6408,0.7975
1.7905,241.89,150.26,8.29,9.6125,0.7952
1.7961,242.15,151.96,8.334,9.5995,0.7944
1.7505,239.96,153.03,8.258,9.5383,0.7873
1.7436,239.93,155.2,8.1675,9.536,0.792
1.7511,240.7,155.42,8.215,9.5924,0.7951
1.7558,241.34,155.57,8.259,9.6435,0.7924
1.7491,240.75,155.91,8.271,9.6829,0.792
1.7664,240.65,154.13,8.268,9.687,0.7947
1.7615,242.62,152.3,8.308,9.7009,0.7959
1.7739,242.83,150.47,8.333,9.7943,0.7903
1.7658,241.65,149.55,8.26,9.7268,0.7919
1.7676,243.88,146.45,8.291,9.7273,0.7872
1.78,246.1,145.09,8.292,9.7017,0.7835
1.8218,248.88,140.78,8.348,9.766,0.7728
1.8785,249.13,139.51,8.381,9.6586,0.7773
2.0022,251.95,138.42,8.3975,9.68,0.7809
1.9503,252.98,137.84,8.364,9.6575,0.7895
2.0538,261.05,134.68,8.4175,9.651,0.798
2.032,253,136.63,8.4285,9.6689,0.7854
1.9066,250,141.25,8.4375,9.677,0.7811
1.9571,263,138.18,8.6035,9.8413,0.7762
2.0018,266,135.91,8.9,10.0475,0.7826
1.9617,268.5,135.57,8.895,10.0191,0.7751
1.936,268.27,136.45,8.787,9.919,0.7716
1.928,274.78,133.06,8.894,9.992,0.777
1.9073,275.55,126.88,9.0135,10.1225,0.7882
1.9372,284,124.41,9.155,10.0615,0.7917
2.0506,277,117.4,8.8,9.9815,0.8061
2.0396,271.03,115.75,8.815,10.096,0.8063
2.0037,262,119.42,8.55,9.9473,0.7979
1.9672,256.05,124,8.554,9.9045,0.7958
1.9204,257.24,128.73,8.52,9.811,0.7907
1.9247,261.43,124.97,8.53,9.906,0.7869
1.9102,258.36,126.38,8.48,9.8512,0.7969
1.8554,259.86,127.35,8.5615,9.8978,0.8075
1.8609,259.3,127.4,8.66,9.9369,0.8065
1.8773,261.94,124.86,8.718,10.0075,0.805
1.9096,269,124.29,8.721,10.0545,0.8085
1.8641,265.51,127.89,8.689,9.9747,0.8165
1.9028,266.66,124.77,8.744,10.039,0.8147
1.8992,271,121.81,8.7825,10.1065,0.8231
1.9596,269.75,120.34,8.867,10.118,0.8442
1.9301,270.55,122.17,8.7525,9.9948,0.8598
1.943,268.5,121.93,8.792,10.0126,0.8482
1.9511,271.09,121.92,8.9,10.1845,0.8421
1.9547,271,122.07,8.87,10.1375,0.8398
1.9927,269.94,119.87,8.87,10.2395,0.8421
2.0278,266.78,119.3,8.927,10.371,0.841
1.9936,263.5,122.52,8.938,10.4025,0.8517
2.0086,262.3,123.08,9.0815,10.3445,0.8538
1.9992,260.08,123.1,9.034,10.3173,0.8456
1.9689,261.65,123.04,8.88,10.2543,0.8358
1.9533,259.56,121.46,8.92,10.3057,0.8299
1.9649,262.2,118.42,8.8915,10.3588,0.8416
1.9602,261.35,118.56,8.965,10.534,0.8469
1.9625,262.33,117.39,8.905,10.4545,0.8548
1.9634,261,117.1,9.0365,10.5315,0.8626
1.9895,265.32,116.91,9.142,10.5788,0.8666
1.9377,264.45,120.1,9.127,10.415,0.8651
1.9596,263.28,118.85,9.15,10.5063,0.8711
1.9665,263.75,119.77,9.1285,10.567,0.8732
1.9889,264.45,120.67,9.2065,10.58,0.8869
2.0291,264.5,120.21,9.211,10.6625,0.8923
2.0246,266.74,122.42,9.322,10.865,0.8994
2.0374,268.38,123.2,9.515,11.044,0.8936
2.0469,265.05,124.35,9.515,11.0075,0.9185
2.0735,268.61,129.22,9.865,11.0475,0.9509
2.047,265.84,124.74,9.8335,10.8585,0.9287
2.0393,266.12,125.66,9.855,10.8335,0.9432
2.0442,264.6,126.03,9.76,10.9555,0.9439
2.054,267.76,126.65,9.915,11.2305,0.9493
2.0595,266.64,128.98,9.945,10.9795,0.9786
2.0435,266.33,127.4,9.84,10.95,0.9742
2.0274,266.7,126.14,9.75,10.87,0.9525
1.9884,265.48,126.64,9.695,10.8425,0.961
1.9189,267.13,126.81,9.395,10.7075,0.9358
1.8727,266.67,125.84,9.385,10.5675,0.9176
1.8831,266.14,126.77,9.3915,10.5763,0.9043
1.9357,271.77,124.34,9.4825,10.712,0.8933
1.9371,276.13,124.4,9.4975,10.7215,0.8948
1.9478,279.4,120.48,9.413,10.7605,0.8956
1.9874,277.73,118.54,9.4575,10.9242,0.9112
1.9769,277.45,117.66,9.431,10.9475,0.9083
1.9818,281.45,116.97,9.4275,10.9925,0.8966
1.9611,277.9,120.11,9.2125,10.7665,0.8893
1.9628,283.55,119.16,9.12,10.787,0.9047
1.9662,287.15,116.9,9.1915,10.8895,0.9311
1.9937,284.58,116.11,9.0555,10.768,0.9386
1.9799,282.76,114.98,9.03,10.6905,0.9441
1.9836,289.85,113.65,8.994,10.7058,0.9387
1.9773,285.41,115.82,8.8935,10.6,0.9395
1.9884,285.32,117.59,8.8975,10.5375,0.9352
1.9815,284.8,118.57,8.887,10.6145,0.9273
1.9942,287.28,118.07,8.8,10.5341,0.9173
2.0115,299.08,114.98,8.8875,10.609,0.8979
2.0318,297.98,114.04,8.9415,10.6765,0.9033
2.0113,299.25,115.02,9.039,10.7506,0.9029
2.0006,298.5,114.28,8.892,10.6693,0.8901
1.9772,294.99,115.04,8.779,10.6265,0.878
1.9407,292.6,116.7,8.773,10.5655,0.8706
1.9257,287.9,119.21,8.662,10.4375,0.871
1.94,287.7,118.39,8.641,10.5205,0.8771
1.9745,295.99,116.5,8.69,10.8175,0.9
1.9844,298.55,115.46,8.8155,10.7945,0.903
1.9404,298.22,117.59,8.719,10.7455,0.8841
1.9622,303.35,117.33,8.777,10.923,0.8945
1.975,307.15,116.2,8.794,10.978,0.8851
1.9726,302.72,116.83,8.86,11.1088,0.8846
1.9597,300.39,118.99,8.679,10.8987,0.8823
1.9746,304.45,118.62,8.7495,11.0728,0.881
1.9796,297.05,121.09,8.719,11.135,0.878
1.9797,299.05,122.4,8.735,11.3423,0.8797
1.9685,299.63,123.76,8.746,11.306,0.8884
1.959,300.02,125.33,8.778,11.3175,0.8913
1.9891,300.46,123.23,8.886,11.4524,0.8931
1.9869,307.03,122.52,9.028,11.5755,0.8933
1.9619,306.84,123.64,9.0125,11.4853,0.8958
1.957,310.05,124.67,8.94,11.5175,0.8902
1.9573,311.63,124.71,8.906,11.4825,0.8903
1.9783,316.5,122.53,8.953,11.7135,0.89
1.9883,310.6,124.4,8.974,11.5655,0.9114
1.9842,305.99,125.45,8.936,11.4625,0.9229
1.9657,300.26,125.35,8.832,11.2475,0.9255
1.9785,302.25,124.3,8.892,11.2122,0.9308
1.9587,297.71,127.03,8.823,11.1025,0.922
1.9679,295.53,128.51,8.765,10.9869,0.9205
1.9624,299.68,128.1,8.8315,11.0265,0.9265
1.984,301.7,128.94,8.809,10.963,0.9391
1.9771,298.5,129.67,8.645,10.8663,0.9405
1.9685,298.36,129.87,8.65,11.056,0.9395
1.9475,304.15,131.12,8.6345,11.076,0.9295
1.9341,300.85,132.68,8.6365,10.9165,0.9206
1.931,300.22,132.24,8.7275,10.9565,0.9243
1.9349,302,133.63,8.8175,10.8765,0.9316
1.923,304.37,129.91,8.8,10.8935,0.9285
1.9386,308.65,127.93,8.951,10.9662,0.9291
1.9216,308.18,131.17,8.89,10.94,0.9308
1.9081,304.81,130.86,8.885,10.9303,0.9206
1.8797,298.65,133.48,8.848,10.8215,0.9129
1.8813,295.58,134.08,8.7975,10.7751,0.9093
1.8954,294.3,136.02,8.785,10.74,0.9052
1.8715,296.8,132.8,8.8085,10.878,0.9051
1.8644,296.88,132.37,8.896,10.8975,0.8993
1.8595,289.85,133.05,8.793,10.859,0.9044
1.8221,289.5,132.57,8.788,10.846,0.8915
1.8352,290.79,130.7,8.8405,10.865,0.8821
1.8315,293.34,130.5,8.837,10.934,0.8856
1.8125,293.85,129.67,8.744,11.0405,0.8828
1.8386,299.2,127.8,8.7925,11.118,0.8896
1.8509,300.35,126.82,8.794,11.176,0.8886
1.837,298,126.85,8.7605,11.0375,0.8882
1.8304,296.81,128.28,8.69,10.9158,0.8968
1.8402,295.82,128.3,8.69,10.831,0.906
1.8397,295.79,126.82,8.763,10.7273,0.9008
1.8511,295.95,125.08,8.764,10.7475,0.8903
1.8434,289.2,128.53,8.732,10.7597,0.8988
1.8146,289.73,130.34,8.7245,10.6915,0.8933
1.803,288.23,131.52,8.69,10.6665,0.8897
1.7998,283.26,132.59,8.687,10.5865,0.8859
1.7917,285.83,131.17,8.735,10.616,0.8861
1.7591,276.6,132.72,8.62,10.477,0.8847
1.7702,277.75,133.36,8.6415,10.512,0.8907
1.7835,277.45,132.82,8.702,10.5205,0.8986
1.7858,278.78,132.9,8.751,10.6218,0.8934
1.7883,281.44,130.9,8.84,10.6525,0.8998
1.8115,289.73,129.41,8.832,10.771,0.8981
1.7924,289.4,128.67,8.817,10.6372,0.8905
1.7776,284.15,129.28,8.7785,10.6049,0.8825
1.7563,278.18,130.91,8.745,10.4705,0.8794
1.7655,277.85,131.06,8.81,10.4915,0.8826
1.7861,278.43,130.84,8.8382,10.4476,0.879
1.7832,278.39,131.41,8.875,10.48,0.8781
1.7924,280.6,133.22,8.862,10.472,0.8803
1.7949,282.43,132.06,8.951,10.5545,0.876
1.7773,282.85,132.48,8.871,10.654,0.8706
1.7753,284.75,134.38,8.9615,10.7353,0.87
1.7671,282.48,135.22,8.8785,10.6678,0.8729
1.7552,280.73,134.89,8.81,10.5965,0.868
1.7443,281.7,136.09,8.7725,10.6375,0.8652
1.7414,282.9,136.33,8.921,10.7766,0.8597
1.7732,287.1,136.32,8.9055,10.8115,0.8689
1.7606,289.1,137.48,8.97,10.925,0.8792
1.759,287.19,136.53,8.936,10.8925,0.8709
1.7571,280.13,136.8,8.9135,10.7995,0.8632
1.7387,278.17,138.03,8.843,10.7296,0.8583
1.7209,280.2,137.39,8.914,10.8025,0.8507
1.7255,277.81,137.55,8.8845,10.7555,0.8538
1.7285,280.4,136.08,8.9055,10.8345,0.8472
1.7324,280.08,134.78,8.917,10.8595,0.8437
1.7528,283.8,133.28,8.918,10.8932,0.8522
1.7528,283.57,133.57,8.8825,10.966,0.8583
1.7283,279.5,134.84,8.8995,10.9725,0.8471
1.742,278.62,133.02,8.986,11.0785,0.8426
1.7744,281.2,133.49,9.099,11.1025,0.8573
1.7566,277.75,133.77,9.009,11.026,0.8493
1.7488,277.1,134.34,9.076,11.0718,0.8567
1.7457,275.3,134.5,9.04,10.9595,0.8543
1.7451,276.21,134.03,9.034,10.8658,0.8487
1.7359,271.55,135.51,9.018,10.8125,0.8521
1.7485,271.11,136.53,8.98,10.72,0.8562
1.7525,268.45,135.95,8.9375,10.84,0.8573
1.7552,272.55,134.32,8.966,10.9135,0.8562
1.7605,273.7,132.44,9.054,10.9205,0.8612
1.7484,273.2,133.61,9.0565,10.965,0.8638
1.7728,278.1,131.02,9.077,11.06,0.865
1.7831,275,130.05,9.074,10.9785,0.8606
1.794,277.5,128.21,9.084,11.0022,0.858
1.801,277.96,129.03,9.07,11.0518,0.8678
1.7689,275.79,130.34,9.0355,10.9725,0.8576
1.7551,273.25,131.57,9.019,10.9746,0.8576
1.7582,272.82,132.63,9.0015,11.0135,0.8591
1.7621,274.2,132.06,8.996,11.0476,0.8653
1.751,272.9,134.44,9.0085,11.0023,0.8601
1.7438,271.3,134.1,8.9515,10.8925,0.8653
1.7455,271.55,132.49,8.92,10.8073,0.8648
1.7376,271.26,134.23,8.925,10.7567,0.8617
1.7413,266.59,134.92,8.86,10.5995,0.867
1.7331,268,135.61,8.801,10.5265,0.8653
1.7138,267.55,134.53,8.766,10.585,0.8622
1.722,269.75,133.86,8.789,10.5849,0.8611
1.7042,268.31,133.89,8.749,10.4515,0.8524
1.706,266.53,135.33,8.715,10.3358,0.8556
1.702,265.7,135.86,8.68,10.2983,0.8492
1.7116,267.05,136.22,8.704,10.3043,0.8485
1.708,267,137.38,8.6685,10.2683,0.8469
1.7067,269.89,137.31,8.6635,10.2707,0.8524
1.7161,272.8,136.89,8.7515,10.3008,0.8567
1.6895,269.31,138.01,8.694,10.2129,0.8536
1.6965,273.1,136.72,8.8265,10.3486,0.8584
1.7201,273.6,135.77,8.7325,10.2656,0.8597
1.6931,268.21,137.52,8.608,10.196,0.8587
1.6939,269.2,135.61,8.6165,10.1835,0.8616
1.7208,274.07,132.94,8.7265,10.288,0.8629
1.7116,272.66,134.12,8.6735,10.2375,0.8566
1.7239,274.41,132.55,8.67,10.2585,0.8608
1.7124,271.5,134.11,8.5955,10.1977,0.8638
1.7197,268.59,134.19,8.555,10.1432,0.8657
1.7032,268.15,135.57,8.5845,10.1046,0.8682
1.7054,266.96,135.05,8.6095,10.0895,0.874
1.7163,267.7,134.32,8.624,10.1445,0.878
1.7101,268.5,133.61,8.644,10.1615,0.8804
1.6995,270.74,134.75,8.629,10.148,0.8784
1.7087,271.85,133.1,8.607,10.2191,0.8813
1.7096,273.65,133.26,8.612,10.22,0.8815
1.7112,276.37,131.63,8.68,10.3186,0.8751
1.7037,273.95,132.47,8.62,10.3138,0.8747
1.6915,274.35,132.45,8.608,10.2844,0.872
1.6748,272.24,133.33,8.585,10.1955,0.8735
1.677,270.98,133.57,8.569,10.1867,0.8737
1.6836,271.25,134.13,8.611,10.2308,0.8793
1.6965,272.28,133.92,8.6635,10.2425,0.8758
1.6908,273.33,132.62,8.634,10.2128,0.8739
1.6963,274.33,132.3,8.6685,10.2627,0.879
1.7014,272.02,133.26,8.639,10.2438,0.8869
1.6843,269.84,132.6,8.6065,10.1396,0.8897
1.6863,270.61,134.38,8.6265,10.1134,0.8905
1.6934,271.18,134.17,8.641,10.1125,0.9003
1.7017,272.37,135.46,8.65,10.139,0.9066
1.6922,271.42,135.09,8.628,10.094,0.9047
1.6906,271.27,134.96,8.564,10.0778,0.8994
1.688,270.15,133.85,8.51,10.1105,0.9106
1.6952,270,132.59,8.502,10.1538,0.9187
1.6906,269.66,131.15,8.5275,10.2295,0.9226
1.669,269.55,130.91,8.515,10.233,0.9118
1.6596,269.7,131.07,8.46,10.232,0.9093
1.6539,270.26,130.78,8.4455,10.189,0.9109
1.6838,268.65,129.95,8.447,10.249,0.9172
1.6713,267.24,131.41,8.446,10.303,0.9171
1.6574,267.03,131.21,8.385,10.257,0.9261
1.6512,267.9,130.68,8.364,10.361,0.9249
1.6346,270.2,130.46,8.3533,10.3134,0.92
1.6288,270.6,131.12,8.3025,10.2763,0.9228
1.6289,269.45,132.99,8.3275,10.2978,0.9333
1.6341,268.79,133.02,8.328,10.339,0.9408
1.6326,267.31,133.39,8.284,10.3029,0.9303
1.6214,268,134.07,8.335,10.3355,0.9147
1.6213,267.85,135.6,8.35,10.3907,0.9117
1.6206,266.43,135.66,8.3525,10.3978,0.9143
1.6121,264.59,135.53,8.3225,10.369,0.9117
1.6175,265.32,135.82,8.328,10.3155,0.9001
1.6235,265.92,136.9,8.327,10.3234,0.9053
1.6235,265.96,137.97,8.3275,10.2338,0.9172
1.6253,267.45,138.09,8.3255,10.2,0.9194
1.6199,268.6,136.91,8.385,10.2595,0.9077
1.6327,272.78,134.76,8.4,10.3912,0.9057
1.6276,272.95,135.13,8.3835,10.3359,0.8975
1.6274,273.39,134.66,8.3915,10.3845,0.8938
1.6323,275.28,132.95,8.43,10.3936,0.9033
1.635,278.2,132.25,8.5135,10.4635,0.8986
1.6277,277.15,134.3,8.4415,10.4384,0.8936
1.6362,275.65,134.3,8.4365,10.4402,0.8953
1.6235,274.82,134.76,8.434,10.387,0.896
1.6141,272.74,134.81,8.4195,10.3005,0.8937
1.6145,272.19,134.51,8.3835,10.285,0.8986
1.6133,269.27,135.11,8.36,10.2233,0.9029
1.6062,271.14,134.32,8.3915,10.248,0.902
1.6019,268.8,133.51,8.3645,10.2375,0.8912
1.6004,267.43,134.02,8.337,10.1943,0.8949
1.6023,266,132.76,8.3475,10.222,0.8862
1.6026,265.55,133.39,8.352,10.212,0.8895
1.6193,266.96,132.05,8.392,10.2855,0.8939
1.6299,269.68,131.87,8.425,10.3543,0.8992
1.6212,267.55,133.03,8.376,10.2985,0.9008
1.6254,267.65,132.57,8.3765,10.3145,0.9031
1.6236,267.38,132.1,8.416,10.357,0.9031
1.6436,269.77,130.7,8.5,10.4548,0.911
1.6507,272.32,129.2,8.492,10.4323,0.9091
1.6452,273.88,129.77,8.5125,10.4533,0.9115
1.6355,271.86,131.02,8.4805,10.4185,0.9099
1.6262,270.5,131.55,8.421,10.3413,0.9043
1.6276,269.9,133.17,8.439,10.3159,0.9092
1.6259,269.14,133.08,8.49,10.3716,0.9048
1.6271,270.36,133.24,8.4675,10.4306,0.9051
1.6247,273.42,130.74,8.4915,10.4841,0.907
1.6222,273.71,129.91,8.465,10.4995,0.9046
1.6074,272.05,130.03,8.4355,10.4367,0.9043
1.6076,273.12,131.13,8.4435,10.449,0.9052
1.6071,273.18,129.55,8.4685,10.4225,0.9006
1.6048,277.1,130.22,8.4735,10.4635,0.896
1.6179,277.58,130.61,8.3695,10.4208,0.8894
1.6195,278.07,129.27,8.405,10.438,0.89
1.6156,277.05,129.68,8.3955,10.458,0.887
1.6211,274.53,130.1,8.352,10.4035,0.8918
1.6259,274.28,130.83,8.365,10.4295,0.8931
1.627,273.7,130.95,8.3525,10.4511,0.8947
1.6294,272.93,131.73,8.3365,10.4543,0.9008
1.6222,273.3,131.86,8.344,10.3965,0.9014
1.6069,272.54,132.44,8.3285,10.355,0.9027
1.6036,272.1,132.35,8.322,10.2953,0.904
1.6008,270.42,133.16,8.3,10.252,0.8881
1.5885,269.85,133.62,8.229,10.193,0.8914
1.5769,269,132.54,8.212,10.212,0.9004
1.5677,268.88,132.69,8.188,10.187,0.8986
1.5611,270.3,133.5,8.198,10.212,0.8996
1.561,269.37,133.36,8.1695,10.2255,0.8934
1.5593,266.7,134.23,8.1395,10.1995,0.8989
1.5668,268.18,132.41,8.1825,10.2215,0.8972
1.5729,266.82,133.02,8.1785,10.1978,0.8946
1.5591,267.4,132.88,8.164,10.1715,0.8905
1.5547,266.8,130.76,8.143,10.143,0.8811
1.5511,267.75,130.33,8.1435,10.1295,0.8795
1.5541,267.94,129.79,8.1485,10.1518,0.8743
1.5468,268.99,128.65,8.1335,10.1165,0.8692
1.5463,270.43,129.14,8.1455,10.1375,0.87
1.5659,272.02,127.35,8.1955,10.2136,0.8763
1.5635,271.18,127.74,8.202,10.2075,0.8773
1.5693,272.75,126.31,8.2505,10.2723,0.8733
1.5656,271.75,125.95,8.2195,10.2446,0.8672
1.5537,271.3,126.36,8.179,10.2021,0.8616
1.5639,271.15,126.15,8.212,10.2388,0.8666
1.5748,271.35,125.6,8.1965,10.1417,0.8749
1.5815,270.25,126.2,8.1435,10.1229,0.8738
1.5759,270.02,126.73,8.166,10.106,0.8762
1.5726,272.6,125.68,8.169,10.133,0.8731
1.5822,274.1,122.49,8.2195,10.2405,0.8732
1.5765,273.9,122.07,8.1705,10.1616,0.8761
1.5729,272,123.4,8.152,10.1217,0.8804
1.57,271.55,123.01,8.111,10.0335,0.8798
1.5446,270.5,123.03,8.0975,9.9598,0.8775
1.5366,270.48,122.33,8.063,9.9144,0.8691
1.5304,271.38,122.42,8.053,9.8805,0.8676
1.5229,272.37,122.68,8.052,9.877,0.8705
1.5191,270.83,124.69,8.006,9.8183,0.869
1.5115,271.18,123.3,8.068,9.7913,0.8704
1.5171,271.3,124.17,8.1055,9.846,0.8783
1.5113,269.75,124.38,8.035,9.809,0.8797
1.507,269.8,123.19,8.021,9.7913,0.8802
1.5191,270.5,122.16,8.029,9.785,0.8775
1.5186,270.45,120.66,8.0405,9.7496,0.8809
1.524,269.9,120.92,8.0435,9.726,0.8927
1.5105,269.45,120.67,8.057,9.7649,0.9067
1.4994,266.9,120.68,8.0485,9.7316,0.9063
1.5116,266.02,121.1,8.0745,9.7945,0.9057
1.5149,266.5,120.86,8.0505,9.743,0.905
1.5043,266.78,121.48,8.049,9.7178,0.9025
